43659.85	85733.38095	145729.4874	203424.8746	251484.2685
36944.5	106522.254	139642.2261	184761.1238	250422.721
54145.55	113694.2698	131922.2764	199225.8762	256874.1242
48102.95	113543.7302	145623.6985	259888.8127	249018.8416
83738.05	78268.57143	129062.3518	230294.5714	258147.3575
31524.5	91513.92063	151443.7437	199434.4333	254606.0543
32784.05	82608.20635	162672.9899	255541.0778	251007.6576
55125.05	94957.60317	149059.4171	246130.7063	252622.8537
59035.35	130068.9048	167964.402	251611.6841	259524.3731
37628.5	85210.85714	177151.2915	170746.5444	243760.8049
70797.25	102187.0952	146982.3166	245662.8857	268430.0473
72149.9	77227.31746	146206.1608	256196.627	249574.4495
56884.6	99448.38095	168383.005	154873.8254	250688.7929
62021	102651.6508	134895.5377	223929.9952	260384.4213
47315.5	102875.3175	142240.4322	260484.6937	270432.7567
62300.9	84858.04762	166398	262522.2	274564.64
40511.75	88028.04762	148642.4925	254736.081	259056.6239
52221.1	104180.3333	168808.5528	186190.754	245751.1297
44045.8	108504.9365	168497.5879	166656.6746	245065.3635
44116.55	108996.4921	139875.3769	240713.3	247805.0196
66304.4	103006.3651	138851.1357	218861.6677	260012.9703
41717.05	133840.4603	172963.9598	217744.7631	251555.4635
52648.45	111009.0317	165767.9397	199563.8712	262213.0478
32199.85	91003.95238	155649.8191	196823.3323	264210.9276
57073.05	79486.34921	155504.5025	192826.3021	257497.5953
48898.15	98477.98413	160364.8995	218153.275	254462.4796
70369.05	100321.9048	160029.2161	201081.4436	255161.639
51229.6	97180.42857	156618.1156	194516.8347	256328.2841
61122.3	73762.65079	146282.7789	208075.5962	256445.8321
59769.5	93801.50794	120594.6432	201842.5405	246849.2574
44916.85	95325.28571	144483.3518	194867.6296	248861.912
63364.6	86181.80952	126989.1759	196283.4754	258476.4932
33479.9	98459.8254	128352.804	191505.2464	262231.3157
58437.95	90067.01587	141734.4774	209921.8156	256868.3444
50388.85	121487.9048	148374.1558	205885.2655	250853.1222
57039.15	120863.5079	147207.1809	181645.7917	192099.7863
57220.2	111753.4762	160859.8392	212502.0207	392568.8039
53999.05	99853.39683	144227.0804	200601.7504	378327.3022
56798.05	89107.77778	159612.0503	195930.4579	372969.9824
66622.45	113325.4603	156975.8342	215071.089	358004.3152
55537.9	77495.06349	150342.6985	207227.4277	252296.8889
39081.55	106399.6667	156986.3015	216550.8474	250100.6853
41494.5	115328.5556	178328.6432	201069.0763	253237.9864
62452.1	110875.1111	147612.3065	204586.9253	258431.7164
73124.2	95758.50794	148437.799	210431.717	256673.9754
72267.1	90478.84127	150104.3769	201643.0413	260705.5314
41175.75	105144.0159	152054.3317	211656.5517	252415.3836
28578.55	125228.9048	163109.3015	193245.2019	262833.36
52872.5	104017.9206	142530.8392	199176.0922	252686.2353
36805.1	101568.6984	158982.6683	203669.4197	247639.1865
42917.9	107709.6984	151857.7437	204030.682	341127.7788
86468.1	91608.68254	160567.3668	212300.0668	325430.3389
38808.55	100578.2222	164226.8894	196338.2401	320696.1433
51236.6	125753.1905	179709.8844	191222.4293	323485.2086
53161.2	85696.55556	165901.6985	197573.5564	318753.6013
38440.9	93770.2381	153687.3618	195823.2305	304904.7768
47195.1	91858.80952	168015.8593	204439.3355	262057.4439
40285.7	108897.4921	150138.3668	197837.8617	254604.8708
36667.9	91414.8254	142788.0302	211151.4913	240733.6571
54682.4	104222.5238	161564.3417	197328.3132	248728.5249
60809.6	113532.0794	148799.1156	219579.2273	253287.9045
49855.75	98527.12698	165131.0955	209869.5024	251767.5259
57892.4	106097.1429	144761.794	192745.3847	244159.6461
74864.35	108507.2381	169361.5025	213545.4642	246776.2358
48890.15	115367.4762	187250.7588	202524.027	245770.9477
61308.9	93024.57143	169563.3819	196576.0302	254876.3389
92641.75	91252.52381	139601.8392	194580.8521	248007.0121
47231.2	88058.28571	156307	210543.5819	248635.7421
45506.9	88811.61905	146291.7085	195250.0906	245347.9693
52579.45	86627.90476	177042.1558	194996.7091	260673.903
60368.65	101053.5714	157888.7487	198819.0859	256981.9251
44689.9	108865.0794	139209.7839	204305.6264	255316.908
32116.4	89045.09524	145347.8191	210514.8442	258117.5103
74360.9	89197.7619	158235.9849	214771.531	243686.008
41249.25	90834.69841	135483.9598	184440.9396	250530.2514
61870.85	90196.55556	139116.2211	203898.9348	249651.9397
64923.2	104087.4921	158042.3417	203102.1924	253660.6591
51913.7	112406.2698	149827.7035	192351.6391	246693.6727
56831.8	112819.0635	147392.8291	204894.5946	255198.3298
64497.7	97963.96825	152679.7487	206928.1542	256227.7667
63978.95	85811.93651	156526.6683	207045.5771	257709.178
44155.25	75428.92063	144488.6382	190813.7075	248951.1503
47993.1	83688.14286	136815.201	195065.2369	248402.5726
51398.1	99844.11111	154919.0251	191310.4658	248171.2971
71190	115190.7778	158642.9296	208165.7822	248466.2494
73450.15	88762.25397	176451.799	201905.0143	272407.6601
38507.4	98408	159066.1407	210703.1113	259068.8351
39376.95	126025.381	148519.9447	211796.213	251458.3947
50384.5	79916.66667	162967.3719	194071.655	254582.0045
43162.25	110151.0635	144640.2965	196681.4642	246746.3358
75297.35	90038.12698	163243.9598	191078.7122	256808.2489
56912.4	81142.63492	153234.8844	200371.3021	253456.6375
53272.35	108762.9048	150942.5226	211683.9126	243263.5651
51097.1	93923.74603	158403.6382	200117.8251	254025.9226
53907.85	99785.63492	139888.4673	211191.8553	256058.5309
49306.95	96852.5873	151609.6332	209091.1638	255360.4786
36412.6	107143	145646.6935	188639.2814	258193.2569
64001.5	97623.98413	169010.1658	207576.6614	257734.0372
60716	108777.6032	165149.1407	207018.9062	256277.2172
36459.05	75464.39683	161160.2563	201025.8983	248991.2459
