mass,value,walk_type,metric,dc_scaling,source,upper,lower,predicted_value
100.0,650.0,BM,IFCT,Constant,Raw,,,
100.0,745.0,BM,IFCT,Constant,Raw,,,
100.0,2011.0,BM,IFCT,Constant,Raw,,,
100.0,2932.0,BM,IFCT,Constant,Raw,,,
100.0,2509.0,BM,IFCT,Constant,Raw,,,
100.0,1316.0,BM,IFCT,Constant,Raw,,,
100.0,954.0,BM,IFCT,Constant,Raw,,,
100.0,6363.0,BM,IFCT,Constant,Raw,,,
100.0,7154.0,BM,IFCT,Constant,Raw,,,
100.0,1124.0,BM,IFCT,Constant,Raw,,,
100.0,482.0,BM,IFCT,Constant,Raw,,,
100.0,2438.0,BM,IFCT,Constant,Raw,,,
100.0,1214.0,BM,IFCT,Constant,Raw,,,
100.0,1295.0,BM,IFCT,Constant,Raw,,,
100.0,928.0,BM,IFCT,Constant,Raw,,,
100.0,4609.0,BM,IFCT,Constant,Raw,,,
100.0,3820.0,BM,IFCT,Constant,Raw,,,
100.0,41.0,BM,IFCT,Constant,Raw,,,
100.0,831.0,BM,IFCT,Constant,Raw,,,
100.0,3465.0,BM,IFCT,Constant,Raw,,,
100.0,4012.0,BM,IFCT,Constant,Raw,,,
100.0,1870.0,BM,IFCT,Constant,Raw,,,
100.0,1224.0,BM,IFCT,Constant,Raw,,,
100.0,4073.0,BM,IFCT,Constant,Raw,,,
100.0,2458.0,BM,IFCT,Constant,Raw,,,
100.0,4359.0,BM,IFCT,Constant,Raw,,,
100.0,43.0,BM,IFCT,Constant,Raw,,,
100.0,914.0,BM,IFCT,Constant,Raw,,,
100.0,6628.0,BM,IFCT,Constant,Raw,,,
100.0,1229.0,BM,IFCT,Constant,Raw,,,
100.0,4152.0,BM,IFCT,Constant,Raw,,,
100.0,1324.0,BM,IFCT,Constant,Raw,,,
100.0,427.0,BM,IFCT,Constant,Raw,,,
100.0,355.0,BM,IFCT,Constant,Raw,,,
100.0,159.0,BM,IFCT,Constant,Raw,,,
100.0,876.0,BM,IFCT,Constant,Raw,,,
100.0,1318.0,BM,IFCT,Constant,Raw,,,
100.0,823.0,BM,IFCT,Constant,Raw,,,
100.0,740.0,BM,IFCT,Constant,Raw,,,
100.0,799.0,BM,IFCT,Constant,Raw,,,
100.0,140.0,BM,IFCT,Constant,Raw,,,
100.0,413.0,BM,IFCT,Constant,Raw,,,
100.0,4.0,BM,IFCT,Constant,Raw,,,
100.0,9931.0,BM,IFCT,Constant,Raw,,,
100.0,262.0,BM,IFCT,Constant,Raw,,,
100.0,1358.0,BM,IFCT,Constant,Raw,,,
100.0,1352.0,BM,IFCT,Constant,Raw,,,
100.0,3396.0,BM,IFCT,Constant,Raw,,,
100.0,385.0,BM,IFCT,Constant,Raw,,,
100.0,5077.0,BM,IFCT,Constant,Raw,,,
100.0,10681.0,BM,IFCT,Constant,Raw,,,
100.0,3385.0,BM,IFCT,Constant,Raw,,,
100.0,2349.0,BM,IFCT,Constant,Raw,,,
100.0,11327.0,BM,IFCT,Constant,Raw,,,
100.0,8149.0,BM,IFCT,Constant,Raw,,,
100.0,1085.0,BM,IFCT,Constant,Raw,,,
100.0,2986.0,BM,IFCT,Constant,Raw,,,
100.0,341.0,BM,IFCT,Constant,Raw,,,
100.0,1076.0,BM,IFCT,Constant,Raw,,,
100.0,3179.0,BM,IFCT,Constant,Raw,,,
100.0,513.0,BM,IFCT,Constant,Raw,,,
100.0,8008.0,BM,IFCT,Constant,Raw,,,
100.0,1233.0,BM,IFCT,Constant,Raw,,,
100.0,7129.0,BM,IFCT,Constant,Raw,,,
100.0,1959.0,BM,IFCT,Constant,Raw,,,
100.0,5868.0,BM,IFCT,Constant,Raw,,,
1000.0,3841.0,BM,IFCT,Constant,Raw,,,
1000.0,3211.0,BM,IFCT,Constant,Raw,,,
1000.0,8676.0,BM,IFCT,Constant,Raw,,,
1000.0,7508.0,BM,IFCT,Constant,Raw,,,
1000.0,9354.0,BM,IFCT,Constant,Raw,,,
1000.0,9388.0,BM,IFCT,Constant,Raw,,,
1000.0,9687.0,BM,IFCT,Constant,Raw,,,
1000.0,1235.0,BM,IFCT,Constant,Raw,,,
1000.0,260.0,BM,IFCT,Constant,Raw,,,
1000.0,5025.0,BM,IFCT,Constant,Raw,,,
1000.0,1214.0,BM,IFCT,Constant,Raw,,,
1000.0,856.0,BM,IFCT,Constant,Raw,,,
1000.0,696.0,BM,IFCT,Constant,Raw,,,
1000.0,7390.0,BM,IFCT,Constant,Raw,,,
1000.0,554.0,BM,IFCT,Constant,Raw,,,
1000.0,2782.0,BM,IFCT,Constant,Raw,,,
1000.0,2156.0,BM,IFCT,Constant,Raw,,,
1000.0,1923.0,BM,IFCT,Constant,Raw,,,
1000.0,453.0,BM,IFCT,Constant,Raw,,,
1000.0,798.0,BM,IFCT,Constant,Raw,,,
1000.0,1153.0,BM,IFCT,Constant,Raw,,,
1000.0,92.0,BM,IFCT,Constant,Raw,,,
1000.0,239.0,BM,IFCT,Constant,Raw,,,
1000.0,20912.0,BM,IFCT,Constant,Raw,,,
1000.0,1530.0,BM,IFCT,Constant,Raw,,,
1000.0,3675.0,BM,IFCT,Constant,Raw,,,
1000.0,3423.0,BM,IFCT,Constant,Raw,,,
1000.0,4865.0,BM,IFCT,Constant,Raw,,,
1000.0,1253.0,BM,IFCT,Constant,Raw,,,
1000.0,3191.0,BM,IFCT,Constant,Raw,,,
1000.0,10795.0,BM,IFCT,Constant,Raw,,,
1000.0,724.0,BM,IFCT,Constant,Raw,,,
1000.0,357.0,BM,IFCT,Constant,Raw,,,
1000.0,359.0,BM,IFCT,Constant,Raw,,,
1000.0,6272.0,BM,IFCT,Constant,Raw,,,
1000.0,2445.0,BM,IFCT,Constant,Raw,,,
1000.0,847.0,BM,IFCT,Constant,Raw,,,
1000.0,3831.0,BM,IFCT,Constant,Raw,,,
1000.0,4918.0,BM,IFCT,Constant,Raw,,,
1000.0,1018.0,BM,IFCT,Constant,Raw,,,
1000.0,4918.0,BM,IFCT,Constant,Raw,,,
1000.0,12514.0,BM,IFCT,Constant,Raw,,,
1000.0,5432.0,BM,IFCT,Constant,Raw,,,
1000.0,1387.0,BM,IFCT,Constant,Raw,,,
1000.0,11311.0,BM,IFCT,Constant,Raw,,,
1000.0,3766.0,BM,IFCT,Constant,Raw,,,
1000.0,3724.0,BM,IFCT,Constant,Raw,,,
1000.0,4990.0,BM,IFCT,Constant,Raw,,,
1000.0,830.0,BM,IFCT,Constant,Raw,,,
1000.0,13346.0,BM,IFCT,Constant,Raw,,,
1000.0,1331.0,BM,IFCT,Constant,Raw,,,
1000.0,934.0,BM,IFCT,Constant,Raw,,,
1000.0,7817.0,BM,IFCT,Constant,Raw,,,
1000.0,5738.0,BM,IFCT,Constant,Raw,,,
1000.0,172.0,BM,IFCT,Constant,Raw,,,
1000.0,2249.0,BM,IFCT,Constant,Raw,,,
1000.0,1251.0,BM,IFCT,Constant,Raw,,,
1000.0,1611.0,BM,IFCT,Constant,Raw,,,
1000.0,946.0,BM,IFCT,Constant,Raw,,,
1000.0,599.0,BM,IFCT,Constant,Raw,,,
1000.0,2157.0,BM,IFCT,Constant,Raw,,,
1000.0,3752.0,BM,IFCT,Constant,Raw,,,
1000.0,5658.0,BM,IFCT,Constant,Raw,,,
1000.0,13135.0,BM,IFCT,Constant,Raw,,,
1000.0,840.0,BM,IFCT,Constant,Raw,,,
1000.0,3452.0,BM,IFCT,Constant,Raw,,,
1000.0,224.0,BM,IFCT,Constant,Raw,,,
1000.0,1403.0,BM,IFCT,Constant,Raw,,,
1000.0,3175.0,BM,IFCT,Constant,Raw,,,
1000.0,1768.0,BM,IFCT,Constant,Raw,,,
1000.0,603.0,BM,IFCT,Constant,Raw,,,
1000.0,9107.0,BM,IFCT,Constant,Raw,,,
1000.0,5567.0,BM,IFCT,Constant,Raw,,,
1000.0,1420.0,BM,IFCT,Constant,Raw,,,
1000.0,488.0,BM,IFCT,Constant,Raw,,,
1000.0,4816.0,BM,IFCT,Constant,Raw,,,
1000.0,2998.0,BM,IFCT,Constant,Raw,,,
1000.0,699.0,BM,IFCT,Constant,Raw,,,
1000.0,4068.0,BM,IFCT,Constant,Raw,,,
1000.0,3741.0,BM,IFCT,Constant,Raw,,,
1000.0,4444.0,BM,IFCT,Constant,Raw,,,
1000.0,872.0,BM,IFCT,Constant,Raw,,,
1000.0,266.0,BM,IFCT,Constant,Raw,,,
1000.0,6217.0,BM,IFCT,Constant,Raw,,,
1000.0,11129.0,BM,IFCT,Constant,Raw,,,
1000.0,1206.0,BM,IFCT,Constant,Raw,,,
1000.0,2025.0,BM,IFCT,Constant,Raw,,,
1000.0,240.0,BM,IFCT,Constant,Raw,,,
1000.0,93.0,BM,IFCT,Constant,Raw,,,
1000.0,3793.0,BM,IFCT,Constant,Raw,,,
1000.0,1618.0,BM,IFCT,Constant,Raw,,,
1000.0,5625.0,BM,IFCT,Constant,Raw,,,
1000.0,5642.0,BM,IFCT,Constant,Raw,,,
1000.0,7257.0,BM,IFCT,Constant,Raw,,,
1000.0,4943.0,BM,IFCT,Constant,Raw,,,
1000.0,4162.0,BM,IFCT,Constant,Raw,,,
1000.0,9399.0,BM,IFCT,Constant,Raw,,,
1000.0,1053.0,BM,IFCT,Constant,Raw,,,
1000.0,9796.0,BM,IFCT,Constant,Raw,,,
1000.0,1494.0,BM,IFCT,Constant,Raw,,,
10000.0,9216.0,BM,IFCT,Constant,Raw,,,
10000.0,419.0,BM,IFCT,Constant,Raw,,,
10000.0,2969.0,BM,IFCT,Constant,Raw,,,
10000.0,8353.0,BM,IFCT,Constant,Raw,,,
10000.0,411.0,BM,IFCT,Constant,Raw,,,
10000.0,1239.0,BM,IFCT,Constant,Raw,,,
10000.0,4961.0,BM,IFCT,Constant,Raw,,,
10000.0,9110.0,BM,IFCT,Constant,Raw,,,
10000.0,6953.0,BM,IFCT,Constant,Raw,,,
10000.0,6763.0,BM,IFCT,Constant,Raw,,,
10000.0,9980.0,BM,IFCT,Constant,Raw,,,
10000.0,764.0,BM,IFCT,Constant,Raw,,,
10000.0,1938.0,BM,IFCT,Constant,Raw,,,
10000.0,1643.0,BM,IFCT,Constant,Raw,,,
10000.0,3150.0,BM,IFCT,Constant,Raw,,,
10000.0,2129.0,BM,IFCT,Constant,Raw,,,
10000.0,10529.0,BM,IFCT,Constant,Raw,,,
10000.0,693.0,BM,IFCT,Constant,Raw,,,
10000.0,13500.0,BM,IFCT,Constant,Raw,,,
10000.0,6389.0,BM,IFCT,Constant,Raw,,,
10000.0,5622.0,BM,IFCT,Constant,Raw,,,
10000.0,181.0,BM,IFCT,Constant,Raw,,,
10000.0,3578.0,BM,IFCT,Constant,Raw,,,
10000.0,1506.0,BM,IFCT,Constant,Raw,,,
10000.0,4884.0,BM,IFCT,Constant,Raw,,,
10000.0,8566.0,BM,IFCT,Constant,Raw,,,
10000.0,4886.0,BM,IFCT,Constant,Raw,,,
10000.0,6357.0,BM,IFCT,Constant,Raw,,,
10000.0,6228.0,BM,IFCT,Constant,Raw,,,
10000.0,1318.0,BM,IFCT,Constant,Raw,,,
10000.0,1768.0,BM,IFCT,Constant,Raw,,,
10000.0,1848.0,BM,IFCT,Constant,Raw,,,
10000.0,12172.0,BM,IFCT,Constant,Raw,,,
10000.0,12982.0,BM,IFCT,Constant,Raw,,,
10000.0,5567.0,BM,IFCT,Constant,Raw,,,
10000.0,4578.0,BM,IFCT,Constant,Raw,,,
10000.0,5963.0,BM,IFCT,Constant,Raw,,,
10000.0,16287.0,BM,IFCT,Constant,Raw,,,
10000.0,10897.0,BM,IFCT,Constant,Raw,,,
10000.0,1396.0,BM,IFCT,Constant,Raw,,,
10000.0,676.0,BM,IFCT,Constant,Raw,,,
10000.0,9518.0,BM,IFCT,Constant,Raw,,,
10000.0,3872.0,BM,IFCT,Constant,Raw,,,
10000.0,16884.0,BM,IFCT,Constant,Raw,,,
10000.0,3958.0,BM,IFCT,Constant,Raw,,,
10000.0,9214.0,BM,IFCT,Constant,Raw,,,
10000.0,3523.0,BM,IFCT,Constant,Raw,,,
10000.0,670.0,BM,IFCT,Constant,Raw,,,
10000.0,555.0,BM,IFCT,Constant,Raw,,,
10000.0,6454.0,BM,IFCT,Constant,Raw,,,
10000.0,2077.0,BM,IFCT,Constant,Raw,,,
10000.0,628.0,BM,IFCT,Constant,Raw,,,
10000.0,7849.0,BM,IFCT,Constant,Raw,,,
10000.0,2669.0,BM,IFCT,Constant,Raw,,,
10000.0,1003.0,BM,IFCT,Constant,Raw,,,
10000.0,1930.0,BM,IFCT,Constant,Raw,,,
10000.0,1832.0,BM,IFCT,Constant,Raw,,,
10000.0,2732.0,BM,IFCT,Constant,Raw,,,
10000.0,6388.0,BM,IFCT,Constant,Raw,,,
10000.0,339.0,BM,IFCT,Constant,Raw,,,
10000.0,2707.0,BM,IFCT,Constant,Raw,,,
10000.0,4658.0,BM,IFCT,Constant,Raw,,,
10000.0,803.0,BM,IFCT,Constant,Raw,,,
10000.0,672.0,BM,IFCT,Constant,Raw,,,
10000.0,5410.0,BM,IFCT,Constant,Raw,,,
10000.0,3550.0,BM,IFCT,Constant,Raw,,,
10000.0,525.0,BM,IFCT,Constant,Raw,,,
10000.0,736.0,BM,IFCT,Constant,Raw,,,
10000.0,6530.0,BM,IFCT,Constant,Raw,,,
10000.0,9661.0,BM,IFCT,Constant,Raw,,,
10000.0,7543.0,BM,IFCT,Constant,Raw,,,
10000.0,913.0,BM,IFCT,Constant,Raw,,,
10000.0,3061.0,BM,IFCT,Constant,Raw,,,
10000.0,13127.0,BM,IFCT,Constant,Raw,,,
10000.0,2086.0,BM,IFCT,Constant,Raw,,,
10000.0,5472.0,BM,IFCT,Constant,Raw,,,
10000.0,1853.0,BM,IFCT,Constant,Raw,,,
10000.0,12464.0,BM,IFCT,Constant,Raw,,,
10000.0,300.0,BM,IFCT,Constant,Raw,,,
10000.0,583.0,BM,IFCT,Constant,Raw,,,
10000.0,10767.0,BM,IFCT,Constant,Raw,,,
10000.0,11956.0,BM,IFCT,Constant,Raw,,,
10000.0,10064.0,BM,IFCT,Constant,Raw,,,
10000.0,811.0,BM,IFCT,Constant,Raw,,,
10000.0,9488.0,BM,IFCT,Constant,Raw,,,
10000.0,9430.0,BM,IFCT,Constant,Raw,,,
10000.0,2729.0,BM,IFCT,Constant,Raw,,,
10000.0,1361.0,BM,IFCT,Constant,Raw,,,
10000.0,760.0,BM,IFCT,Constant,Raw,,,
10000.0,3511.0,BM,IFCT,Constant,Raw,,,
10000.0,3511.0,BM,IFCT,Constant,Raw,,,
10000.0,929.0,BM,IFCT,Constant,Raw,,,
10000.0,1664.0,BM,IFCT,Constant,Raw,,,
10000.0,7002.0,BM,IFCT,Constant,Raw,,,
10000.0,4603.0,BM,IFCT,Constant,Raw,,,
10000.0,11345.0,BM,IFCT,Constant,Raw,,,
10000.0,11453.0,BM,IFCT,Constant,Raw,,,
10000.0,1311.0,BM,IFCT,Constant,Raw,,,
10000.0,12362.0,BM,IFCT,Constant,Raw,,,
10000.0,4327.0,BM,IFCT,Constant,Raw,,,
100000.0,9386.0,BM,IFCT,Constant,Raw,,,
100000.0,10234.0,BM,IFCT,Constant,Raw,,,
100000.0,1672.0,BM,IFCT,Constant,Raw,,,
100000.0,1186.0,BM,IFCT,Constant,Raw,,,
100000.0,1969.0,BM,IFCT,Constant,Raw,,,
100000.0,3432.0,BM,IFCT,Constant,Raw,,,
100000.0,7401.0,BM,IFCT,Constant,Raw,,,
100000.0,9965.0,BM,IFCT,Constant,Raw,,,
100000.0,1402.0,BM,IFCT,Constant,Raw,,,
100000.0,798.0,BM,IFCT,Constant,Raw,,,
100000.0,4712.0,BM,IFCT,Constant,Raw,,,
100000.0,5834.0,BM,IFCT,Constant,Raw,,,
100000.0,9418.0,BM,IFCT,Constant,Raw,,,
100000.0,2940.0,BM,IFCT,Constant,Raw,,,
100000.0,1204.0,BM,IFCT,Constant,Raw,,,
100000.0,2748.0,BM,IFCT,Constant,Raw,,,
100000.0,6636.0,BM,IFCT,Constant,Raw,,,
100000.0,5667.0,BM,IFCT,Constant,Raw,,,
100000.0,5998.0,BM,IFCT,Constant,Raw,,,
100000.0,773.0,BM,IFCT,Constant,Raw,,,
100000.0,13248.0,BM,IFCT,Constant,Raw,,,
100000.0,4935.0,BM,IFCT,Constant,Raw,,,
100000.0,24102.0,BM,IFCT,Constant,Raw,,,
100000.0,13884.0,BM,IFCT,Constant,Raw,,,
100000.0,11415.0,BM,IFCT,Constant,Raw,,,
100000.0,488.0,BM,IFCT,Constant,Raw,,,
100000.0,13733.0,BM,IFCT,Constant,Raw,,,
100000.0,28.0,BM,IFCT,Constant,Raw,,,
100000.0,5632.0,BM,IFCT,Constant,Raw,,,
100000.0,1541.0,BM,IFCT,Constant,Raw,,,
100000.0,2803.0,BM,IFCT,Constant,Raw,,,
100000.0,3158.0,BM,IFCT,Constant,Raw,,,
100000.0,22000.0,BM,IFCT,Constant,Raw,,,
100000.0,10451.0,BM,IFCT,Constant,Raw,,,
100000.0,586.0,BM,IFCT,Constant,Raw,,,
100000.0,5518.0,BM,IFCT,Constant,Raw,,,
100000.0,8027.0,BM,IFCT,Constant,Raw,,,
100000.0,1319.0,BM,IFCT,Constant,Raw,,,
100000.0,10093.0,BM,IFCT,Constant,Raw,,,
100000.0,1231.0,BM,IFCT,Constant,Raw,,,
100000.0,17807.0,BM,IFCT,Constant,Raw,,,
100000.0,38.0,BM,IFCT,Constant,Raw,,,
100000.0,5387.0,BM,IFCT,Constant,Raw,,,
100000.0,3782.0,BM,IFCT,Constant,Raw,,,
100000.0,4288.0,BM,IFCT,Constant,Raw,,,
100000.0,4013.0,BM,IFCT,Constant,Raw,,,
100000.0,1055.0,BM,IFCT,Constant,Raw,,,
100000.0,9093.0,BM,IFCT,Constant,Raw,,,
100000.0,4414.0,BM,IFCT,Constant,Raw,,,
100000.0,429.0,BM,IFCT,Constant,Raw,,,
100000.0,1406.0,BM,IFCT,Constant,Raw,,,
100000.0,11366.0,BM,IFCT,Constant,Raw,,,
100000.0,11.0,BM,IFCT,Constant,Raw,,,
100000.0,17934.0,BM,IFCT,Constant,Raw,,,
100000.0,42156.0,BM,IFCT,Constant,Raw,,,
100000.0,477.0,BM,IFCT,Constant,Raw,,,
100000.0,2131.0,BM,IFCT,Constant,Raw,,,
100000.0,3641.0,BM,IFCT,Constant,Raw,,,
100000.0,10969.0,BM,IFCT,Constant,Raw,,,
100000.0,562.0,BM,IFCT,Constant,Raw,,,
100000.0,477.0,BM,IFCT,Constant,Raw,,,
100000.0,8521.0,BM,IFCT,Constant,Raw,,,
100000.0,17716.0,BM,IFCT,Constant,Raw,,,
100000.0,2662.0,BM,IFCT,Constant,Raw,,,
100000.0,33017.0,BM,IFCT,Constant,Raw,,,
100000.0,4425.0,BM,IFCT,Constant,Raw,,,
100000.0,208.0,BM,IFCT,Constant,Raw,,,
100000.0,13411.0,BM,IFCT,Constant,Raw,,,
100000.0,7969.0,BM,IFCT,Constant,Raw,,,
100000.0,1068.0,BM,IFCT,Constant,Raw,,,
100000.0,3274.0,BM,IFCT,Constant,Raw,,,
100000.0,11534.0,BM,IFCT,Constant,Raw,,,
100000.0,994.0,BM,IFCT,Constant,Raw,,,
100000.0,3018.0,BM,IFCT,Constant,Raw,,,
100000.0,6090.0,BM,IFCT,Constant,Raw,,,
100000.0,11911.0,BM,IFCT,Constant,Raw,,,
100000.0,1992.0,BM,IFCT,Constant,Raw,,,
100000.0,6614.0,BM,IFCT,Constant,Raw,,,
100000.0,788.0,BM,IFCT,Constant,Raw,,,
100000.0,2583.0,BM,IFCT,Constant,Raw,,,
100000.0,2201.0,BM,IFCT,Constant,Raw,,,
100000.0,2711.0,BM,IFCT,Constant,Raw,,,
100000.0,6557.0,BM,IFCT,Constant,Raw,,,
100000.0,884.0,BM,IFCT,Constant,Raw,,,
100000.0,5351.0,BM,IFCT,Constant,Raw,,,
100000.0,5366.0,BM,IFCT,Constant,Raw,,,
100000.0,17711.0,BM,IFCT,Constant,Raw,,,
100000.0,651.0,BM,IFCT,Constant,Raw,,,
100000.0,1843.0,BM,IFCT,Constant,Raw,,,
100000.0,929.0,BM,IFCT,Constant,Raw,,,
100000.0,14297.0,BM,IFCT,Constant,Raw,,,
100000.0,3931.0,BM,IFCT,Constant,Raw,,,
100000.0,2836.0,BM,IFCT,Constant,Raw,,,
100000.0,18616.0,BM,IFCT,Constant,Raw,,,
100000.0,4620.0,BM,IFCT,Constant,Raw,,,
100000.0,437.0,BM,IFCT,Constant,Raw,,,
100000.0,188.0,BM,IFCT,Constant,Raw,,,
100000.0,1616.0,BM,IFCT,Constant,Raw,,,
100000.0,26560.0,BM,IFCT,Constant,Raw,,,
100000.0,2672.0,BM,IFCT,Constant,Raw,,,
10.0,83041.55,BM,MFCT,Half,Raw,,,
10.0,87701.0,BM,MFCT,Half,Raw,,,
10.0,54761.45,BM,MFCT,Half,Raw,,,
10.0,70118.1,BM,MFCT,Half,Raw,,,
10.0,65825.2,BM,MFCT,Half,Raw,,,
10.0,60120.7,BM,MFCT,Half,Raw,,,
10.0,70016.2,BM,MFCT,Half,Raw,,,
10.0,58601.9,BM,MFCT,Half,Raw,,,
10.0,88095.45,BM,MFCT,Half,Raw,,,
10.0,87711.7,BM,MFCT,Half,Raw,,,
10.0,64530.75,BM,MFCT,Half,Raw,,,
10.0,49340.45,BM,MFCT,Half,Raw,,,
10.0,74232.4,BM,MFCT,Half,Raw,,,
10.0,79918.95,BM,MFCT,Half,Raw,,,
10.0,83777.0,BM,MFCT,Half,Raw,,,
10.0,47991.35,BM,MFCT,Half,Raw,,,
10.0,91004.75,BM,MFCT,Half,Raw,,,
10.0,70206.6,BM,MFCT,Half,Raw,,,
10.0,42246.25,BM,MFCT,Half,Raw,,,
10.0,34600.5,BM,MFCT,Half,Raw,,,
10.0,58951.7,BM,MFCT,Half,Raw,,,
10.0,70737.25,BM,MFCT,Half,Raw,,,
10.0,83761.85,BM,MFCT,Half,Raw,,,
10.0,52972.2,BM,MFCT,Half,Raw,,,
10.0,95551.0,BM,MFCT,Half,Raw,,,
10.0,61901.5,BM,MFCT,Half,Raw,,,
10.0,51154.8,BM,MFCT,Half,Raw,,,
10.0,62123.7,BM,MFCT,Half,Raw,,,
10.0,64067.6,BM,MFCT,Half,Raw,,,
10.0,32987.45,BM,MFCT,Half,Raw,,,
10.0,77981.6,BM,MFCT,Half,Raw,,,
10.0,96541.5,BM,MFCT,Half,Raw,,,
10.0,68300.0,BM,MFCT,Half,Raw,,,
10.0,85494.15,BM,MFCT,Half,Raw,,,
10.0,47408.35,BM,MFCT,Half,Raw,,,
10.0,71608.95,BM,MFCT,Half,Raw,,,
10.0,70051.25,BM,MFCT,Half,Raw,,,
10.0,55206.7,BM,MFCT,Half,Raw,,,
10.0,95487.15,BM,MFCT,Half,Raw,,,
10.0,85731.4,BM,MFCT,Half,Raw,,,
10.0,54888.0,BM,MFCT,Half,Raw,,,
10.0,74810.1,BM,MFCT,Half,Raw,,,
10.0,69583.8,BM,MFCT,Half,Raw,,,
10.0,50254.55,BM,MFCT,Half,Raw,,,
10.0,66951.65,BM,MFCT,Half,Raw,,,
10.0,46552.3,BM,MFCT,Half,Raw,,,
10.0,57036.9,BM,MFCT,Half,Raw,,,
10.0,76552.1,BM,MFCT,Half,Raw,,,
10.0,104415.4,BM,MFCT,Half,Raw,,,
10.0,65172.6,BM,MFCT,Half,Raw,,,
10.0,39193.2,BM,MFCT,Half,Raw,,,
10.0,63886.4,BM,MFCT,Half,Raw,,,
10.0,64113.55,BM,MFCT,Half,Raw,,,
10.0,73807.2,BM,MFCT,Half,Raw,,,
10.0,48067.25,BM,MFCT,Half,Raw,,,
10.0,55712.65,BM,MFCT,Half,Raw,,,
10.0,54034.75,BM,MFCT,Half,Raw,,,
10.0,59263.45,BM,MFCT,Half,Raw,,,
10.0,56985.5,BM,MFCT,Half,Raw,,,
10.0,63557.95,BM,MFCT,Half,Raw,,,
10.0,55697.5,BM,MFCT,Half,Raw,,,
10.0,63510.15,BM,MFCT,Half,Raw,,,
10.0,61994.4,BM,MFCT,Half,Raw,,,
10.0,98806.7,BM,MFCT,Half,Raw,,,
10.0,53465.05,BM,MFCT,Half,Raw,,,
10.0,61669.95,BM,MFCT,Half,Raw,,,
10.0,41963.95,BM,MFCT,Half,Raw,,,
10.0,68946.4,BM,MFCT,Half,Raw,,,
10.0,58887.35,BM,MFCT,Half,Raw,,,
10.0,48409.2,BM,MFCT,Half,Raw,,,
10.0,39924.95,BM,MFCT,Half,Raw,,,
10.0,79612.55,BM,MFCT,Half,Raw,,,
10.0,53244.65,BM,MFCT,Half,Raw,,,
10.0,63180.9,BM,MFCT,Half,Raw,,,
10.0,73521.95,BM,MFCT,Half,Raw,,,
10.0,67690.45,BM,MFCT,Half,Raw,,,
10.0,80009.6,BM,MFCT,Half,Raw,,,
10.0,50361.25,BM,MFCT,Half,Raw,,,
10.0,56843.15,BM,MFCT,Half,Raw,,,
10.0,43425.85,BM,MFCT,Half,Raw,,,
10.0,61805.6,BM,MFCT,Half,Raw,,,
10.0,75182.75,BM,MFCT,Half,Raw,,,
10.0,57167.95,BM,MFCT,Half,Raw,,,
10.0,88069.0,BM,MFCT,Half,Raw,,,
10.0,86459.65,BM,MFCT,Half,Raw,,,
10.0,59435.05,BM,MFCT,Half,Raw,,,
10.0,55279.1,BM,MFCT,Half,Raw,,,
10.0,114789.7,BM,MFCT,Half,Raw,,,
10.0,58336.55,BM,MFCT,Half,Raw,,,
10.0,46162.9,BM,MFCT,Half,Raw,,,
10.0,71942.8,BM,MFCT,Half,Raw,,,
10.0,85172.0,BM,MFCT,Half,Raw,,,
10.0,75580.95,BM,MFCT,Half,Raw,,,
10.0,41629.95,BM,MFCT,Half,Raw,,,
10.0,64889.3,BM,MFCT,Half,Raw,,,
10.0,66465.35,BM,MFCT,Half,Raw,,,
10.0,91141.9,BM,MFCT,Half,Raw,,,
10.0,61643.45,BM,MFCT,Half,Raw,,,
10.0,62387.3,BM,MFCT,Half,Raw,,,
10.0,73968.95,BM,MFCT,Half,Raw,,,
100.0,113035.0317,BM,MFCT,Half,Raw,,,
100.0,138840.8095,BM,MFCT,Half,Raw,,,
100.0,139056.8095,BM,MFCT,Half,Raw,,,
100.0,142858.9048,BM,MFCT,Half,Raw,,,
100.0,153690.2857,BM,MFCT,Half,Raw,,,
100.0,107774.6508,BM,MFCT,Half,Raw,,,
100.0,148857.4603,BM,MFCT,Half,Raw,,,
100.0,109037.9048,BM,MFCT,Half,Raw,,,
100.0,89847.80952,BM,MFCT,Half,Raw,,,
100.0,130659.8254,BM,MFCT,Half,Raw,,,
100.0,118594.1111,BM,MFCT,Half,Raw,,,
100.0,125388.1746,BM,MFCT,Half,Raw,,,
100.0,127216.6032,BM,MFCT,Half,Raw,,,
100.0,116196.5873,BM,MFCT,Half,Raw,,,
100.0,134613.0952,BM,MFCT,Half,Raw,,,
100.0,142551.5397,BM,MFCT,Half,Raw,,,
100.0,105753.4921,BM,MFCT,Half,Raw,,,
100.0,125684.9841,BM,MFCT,Half,Raw,,,
100.0,132666.4127,BM,MFCT,Half,Raw,,,
100.0,120217.7778,BM,MFCT,Half,Raw,,,
100.0,114233.4127,BM,MFCT,Half,Raw,,,
100.0,131171.619,BM,MFCT,Half,Raw,,,
100.0,122248.7302,BM,MFCT,Half,Raw,,,
100.0,100073.1429,BM,MFCT,Half,Raw,,,
100.0,160657.0794,BM,MFCT,Half,Raw,,,
100.0,122761.6667,BM,MFCT,Half,Raw,,,
100.0,135710.8571,BM,MFCT,Half,Raw,,,
100.0,146164.0159,BM,MFCT,Half,Raw,,,
